微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iw1Yc7l0o,奶爸您好，我是您某个付费群的会员，有些疑问想跟您请教一下，是关于夸别人的。如果是有领导或者长辈当众或者群里发一些东西，这个时候当众表达感激是应该中规中矩一些还是可以适当说的好听一些？从我个人的角度看，很多人脸皮还是挺薄的，把彩虹屁吹的花一样还挺尴尬的，但是有的人会说一些可能新颖但也没什么干货的奉承，看起来有点恶心。所以想问问您从您的角度，接受花式夸奖会开心吗？如果我们有必要这样做，是不是私下做而不是当众做会更好一些？答：干货拍马屁和请教式拍马屁是最好的方法，被拍的人格外舒服，围观的人也格外舒服。如果领导发一些特别愚蠢的鸡汤，最好视而不见，这个超过了拍马屁的范畴，属于舐痔舔痈。如果领导发的东西，质量还行，中等，不好不坏，这个时候就可以发挥。发挥的方式有三种，一种是总结+联想，这篇文章我的学到的是123几点，对应到我平时工作实践，可以如何如何，学到了。这种领导就很开心，同事也觉得你善于学习。一种是提问+讨论，这篇文章里有个点我不太懂，为什么这样，平时怎么运用呢？这样也满足了领导好为人师的心理，而且提出了好问题，大家都开心，一种是点评+补充，比如领导写了一段三国的历史，你说这段写的好，然后点评一番，加上自己思考，卖弄一下。第一种最简单，第二种较难，第三种最难。但最简单的 ，也需要聪明人才行。所以没事去知乎和豆瓣的书评区多吹逼，是有好处的。尤其是历史题材，只要领导发个历史轶闻，就去知乎搜搜，铁定能搜到，然后用自己的话谈谈。久而久之，领导就对你刮目相看了。                                ,无,无,无,2020-02-26 22:10,微博 weibo.com,866,210,75
Iw1FOFpWu,不同工作的维度区别，还有一个规律就是：高层基本全部互通。底层彼此隔阂水泄不通。县长当CEO，基本绰绰有余，没任何问题。我表哥做供应链的负责人，风生水起，转去质量，全无问题，后来去了集团组织部当总经理，也就是所谓的HR总经理，没出任何问题。刚才投稿的姑娘，有人说为啥她学医的，学历也不高，就能进投行？凭人家是职场高层，而且认识投行的大老板。说是，工作到最后，拼的压根就不是硬实力，纯粹就是人脉资源。你能够链接到的顶层越多，对你越放心，不管你做什么，顶层都愿意让你试试。认识到合适的人，证明自己价值，就没啥问题。所以广结善缘很重要。不过这是一句正确而无用的屁话。底层处在那个位置也认识不到啥人。先从每天对一个陌生同事微笑打招呼开始吧。                原图                            ,http://wx2.sinaimg.cn/large/94900170gy1gca4fmcl0sj20kz0ci0te.jpg,无,无,2020-02-26 21:25,微博 weibo.com,872,138,58
Iw1pOp8ba,不同的工作类型之间有维度的区别。简单来说就是：学校和体制内的普通工作（非科研），和商业类的工作比起来，就是低维的，商业类工作中，支持性的工作，和业务类工作比起来，就是低维的。体制内的工作，好歹还有稳定保障，但如果是同等工作性质，却是在商业氛围下，那就很不妙了。比如同样是老师，公立学校有编制的老师，ok很好。培训学校的老师，那就是最低维。跳槽转行，可以降维，但几乎不可能升维。啥意思？就我，网易有道的一个小运营，会点英语，我想转行当英语老师，随便投份简历给培训机构，第二天就去了，张三李四王二麻，五百强外企的市场，想转行当英语老师，随便投份简历给培训机构，第二天就去了，但是培训学校教英语的赵六，想改行去互联网公司做运营，去500强外企做市场，基本是mission impossible我一直不推荐人刚毕业就做猎头，也是一个道理，这玩意儿是低维工作。其实公务员也是，很多在大企业的人工作若干年，考公务员考上了没啥问题。但是公务员当若干年，你想辞职进大企业，基本也是mission impossible但公务员的好处就在于稳定，所以低维也不是啥问题，只要你不瞎作，就可以。尽可能不要选择商业领域的低维工作，因为不稳定，而且维度低发展前途也窄。比如行政和人事，业务岗做的好的人，想调过去很容易，行政人事做的再好，调进业务也很难。为什么我喜欢推荐运营，2B销售，市场，营销，流量，短视频，电商之类的工作？因为这些工作有的是高维的，比如2B销售，市场，有的是中维的，比如营销，流量，短视频，电商。想转行去低维很容易，想不断升维也有机会，理论上前途无限，不断上升，而且一开始门槛也不是很高，只要耐心，擅长学习，都可以。此外，不推荐会计也是因为这玩意儿很难升维，哪怕进四大做审计，也难升维，还容易把身体搞坏了。除非是财务咨询，但财务咨询的门槛极其高，维度属于上高型，基本和投行BAT程序员差不多了。维度过高的，就有个缺点——摧残身体，门槛太高，所以也谨慎对待。                                ,无,无,无,2020-02-26 20:46,微博 weibo.com,1298,396,384
Iw1edbYYr,学历低的人，双非二三本专科啥的，在大学里必须要争分夺秒努力学习锻炼自己，不要大一大二浑浑噩噩轻松过去，大三就想着考研，那时候积重难返，基本也考不上，一旦考不上你的人生就会陷入最可怕的困境。大一大二多实习积累经验技能，大三考研哪怕考不上，也有保底工作机会。如果不幸浪费掉了大学时光，那么毕业基本也就两个方向能考虑了，一个是互联网营销销售，短视频类电商类的公司，一个就是考个编制吧。这两个都是无门槛，是个人写个简历就能去试试应聘，交钱报名就能去考试试试。一旦中了，要么有机会快速进步飞黄腾达，要么有机会平平安安，保证稳妥。如果两个都不喜欢，那算了，当我放屁，别来提问。                                ,无,无,无,2020-02-26 20:17,微博 weibo.com,1615,320,326
Iw12NuBsL,下属就是用来背锅的，不用用来甩锅的…… 原图,http://wx2.sinaimg.cn/large/94900170ly1gca1n9u6olj20u01hctt7.jpg,无,无,2020-02-26 19:49,iPhone 8 Plus,1682,33,123
Iw0P8D3lI,这个小姑娘22毕业进的医疗器械公司，25升经理，28去读的MBA，现在快毕业了30，思考的困难是80万和110万的offer选哪个。现在经济这么差，也有人能拿到好工作。所以真是旱的旱死，涝的涝死。还是昨晚说的：人才是选拔出来的，自己会冒出来，总能发光发热。普通小同学就是炮灰屁民，陪太子读书而已 原图,http://wx2.sinaimg.cn/large/94900170ly1gca0l252b9j20u01phtxs.jpg,无,无,2020-02-26 19:15,iPhone 8 Plus,1705,128,183
Iw0K1xkP9,如果一个人身上的标签只有学历和专业，别的都没有，简单说就是啥也不会，啥也不懂，那就死定了，这辈子彻底废了，不管是专科还是本科。如果一个人身上的标签有好几个，比如英语流利，演讲高手，金牌销售，代码高手，营销大师，绘图高手，写作一流，视频高手，创意达人。那么不管什么学历，这人都有很好的前途。广大学历比较差的同学，最大的问题不是智商不行，说实话智商比我高，我考试是真的差劲，让我背书复习考试比宰了我还难受，我是真佩服大家能坐冷板凳刻苦学习——你让我再参加一次高考，我专科都考不上。更不是学历不行，或者说自卑恐慌焦虑。最大的问题是四个字：浪费时间。就是广大学历一般的同学，并没有把恐慌焦虑作为动力，去支撑自己不断前进，进步，锻炼自己，学习技能和本领。甚至他们最熟悉最清楚的专升本，考研，都做不到，学两下，就胡思乱想起来，一边幻想考上如何，一边焦虑害怕，一边效率低下浪费时间。昨天我说了，国内大学的氛围极为宽松，所以漏网的天才可以自我教育，问题是没有成绩之前，天才就是普通人，或者说每个人都有可能成为天才。只是可惜大部分人都在浪费时间，没有进行有效学习和锻炼罢了。所以毕业了什么都不会，什么都不懂，只有学校专业，甚至专业都是梦游，实用的专业技能约等于零。这怪谁呢                原图                            ,http://wx1.sinaimg.cn/large/94900170ly1gca0a8gygrj20u00jmjw1.jpg,无,无,2020-02-26 19:03,iPhone 8 Plus,1029,351,122
Iw0DmsmLC,社恐，脾气差，还能拿到80到100万，还有几百万股票，那大概率就是程序员了，大概率还是那种特别厉害的——而且这个收入已经算是纯靠技术完全不靠什么商业人际关系所能达到的极限了。这样就不推荐一心一意想退休，或者就啃老本。我倡导的人生是不断进步型，建议这两三年试试多参加演讲活动，练习演讲和表达技能，做做自媒体。不要觉得这个很难，凡事都是练出来的，你写代码也不是娘胎里就会，肯定也是自己努力训练得来的。过几年你的股票兑现了，基本就有千万身家了，到时候口才好，出来开课，或者抱抱大腿找个闲职混混，业余时间做做别的，比社恐好多了。人生心态要开朗，不要主动切断可能性，持续进步和发展。祝保住头发～                原图                            ,http://wx4.sinaimg.cn/large/94900170ly1gc9zronk7lj20yi2337lx.jpg,无,无,2020-02-26 18:46,iPhone 8 Plus,957,70,113
Iw08Yolmk,美女询问我做销售的问题，我解答了方法，没想到她自行发挥差点误入歧途，苦口婆心重新劝诫，总算没酿成大祸。 [组图共3张]原图,"http://ww1.sinaimg.cn/large/94900170ly1gc9xobujgxj20yi5j7qv6.jpg,http://ww4.sinaimg.cn/large/94900170ly1gc9xod3ic2j20yi1uvk73.jpg,http://ww4.sinaimg.cn/large/94900170ly1gc9xofwe0vj20p67psx6r.jpg",无,无,2020-02-26 17:32,iPhone 8 Plus,1115,99,103
IvYSSvlmj,#奶爸鸡汤辟谣系列#022延迟满足的心灵鸡汤由来已久，主要分为两类：1，原版的斯坦福棉花糖实验，让小孩不要吃眼前的棉花糖，忍住二十分钟，就有第二块可以吃，然后调查发现，能忍住的小孩长大后，SAT成绩更高，收入更高。2，由此衍生出来的各种心灵鸡汤和人生大道理。原版实验这个，主要是样本太少，就一二十个，在同一个幼儿园做实验，可参考价值不大。而且参数太少了，就只看一个棉花糖，其实说明不了啥问题。更要命的是，后来有人经过调查，发现本质了：能忍住棉花糖诱惑的小孩，从小家里就有钱，啥样的零嘴都吃过，不稀罕，无所谓，忍不住棉花糖诱惑的小孩，家里没钱，第一次见新鲜的零嘴，馋，忍不住。之后的什么SAT高，什么收入高，本质也是因为家里有钱，而不是个人毅力强。盲目的强调个人毅力的作用，其实是一种老旧思想。因为对于小孩来说，他们获得成就，从来都不是靠毅力，而是靠外界的科学训练和监督。在10岁前小孩的心里，时间是过的很慢很慢的，他们往往没有长远和未来的念头，只有现在，举个例子，你答应了一个小孩说下个月带你去游乐场玩，大概率他第二天或者过了两三天，就缠着你问什么时候去游乐场啊——他对于未来的概念，是很微弱的。你说什么长久毅力，那是扯淡，对孩子来说根本不重要。外界的教育资源，科学的培训体系，名师诙谐幽默，耐心点拨，家庭和谐，充裕，富有安全感，这些才有用。小孩没有时间观念，所以最容易盲目服从，你设计一套有趣的，科学的训练体系，他不知不觉就能够完成大量的技能训练。但前提是，你家得有钱。没钱的孩子当然在SAT和收入上要弱一些。上面是定量分析，下面说定性分析，即所谓的人生道理。人生道理来说，这句话是扯淡。延迟满足，意思就是最终还是要满足。年轻时候穷，压抑自己，有钱了会不会报复性消费？豆浆买两碗，喝一碗倒一碗？有可能。上面说了，小孩的成功，和意志力关系不大，和家境关系很大。而成年人则刚好相反，意志力和习惯，对成年人的成功，有至关重要的作用。成年也是培养意志力最好的时候，尤其是上大学后。这个时候就要注意，你需要的既不是延迟，也不是满足。而是转移注意力，认知消解，不需要满足。我自己减过肥，很清楚这点，大家应该跟我有一样的体会。减肥时候，特别特别特别想要吃一样东西，吃不到就浑身难受。但如果你忍住一时片刻，真的忍住了，把注意力转移到别的地方，很快你会发现，好像也没那么想吃的，不想吃了。所以你看，这既不是延迟，也不是满足，而是转移注意力。但是转移注意力有个前提，就是一定要吃饱！吃饱的意思就是，不要太过饥饿，让自己保持在一个饱腹感的状态，然后面对想吃的食物，就会有很大的抵抗力。如果特别饿，基本是抵抗不住的。所以我采用的不是饥饿疗法，而是替代疗法，每天吃很多狠多东西，把胃填满。比如大量的蔬菜，炖煮或者电烤的肉类，主食吃魔芋面和山药。每天吃的特别饱。平时特别喜欢的高油高盐高碳，比如小笼包，生煎锅贴，水煮鱼，牛大骨，烤羊腿，水煮鱼，火锅，冰激凌，烤串，可乐，驴肉火烧，薯片薯条，炸鸡披萨，等等，欲望慢慢也就降了，变的不那么想吃了。我现在还是很胖，仍然需要再减个30多斤，但是比起以前好要太多了，瘦了差不多有60斤了已经，今年再接再厉，争取彻底瘦下来。有关毅力和耐受力的培养，我打算等我减肥成功了，再仔细讲讲。总之不是延迟，也不是满足，可以做到的。            [组图共3张]    原图                            ,"http://ww2.sinaimg.cn/large/94900170gy1gc9s3whws2j20m80esq3w.jpg,http://ww2.sinaimg.cn/large/94900170gy1gc9s3zymtmj20u01hc7wj.jpg,http://ww1.sinaimg.cn/large/94900170gy1gc9s40xaeej20u0140n12.jpg",无,无,2020-02-26 14:19,微博 weibo.com,1365,225,432
